hospital_id,treatment_id,estimated_cost
101,101,48456
101,102,77216
101,103,63291
101,104,93628
101,105,39047
101,106,88703
101,107,377524
101,108,80166
101,109,74645
101,110,25389
101,111,37748
101,112,6718
101,113,47305
101,114,3998
101,115,55225
101,116,10645
101,117,29803
101,118,88516
101,119,3841
101,120,11435
102,101,52531
102,102,80559
102,103,69530
102,104,99445
102,105,41217
102,106,95786
102,107,405392
102,108,89269
102,109,81028
102,110,26991
102,111,40556
102,112,5254
102,113,52427
102,114,5503
102,115,59756
102,116,8419
102,117,35063
102,118,96613
102,119,2599
102,120,11047
103,101,20197
103,102,31377
103,103,26892
103,104,37276
103,105,15837
103,106,34206
103,107,155493
103,108,33992
103,109,30576
103,110,11996
103,111,14514
103,112,3614
103,113,20172
103,114,1264
103,115,24093
103,116,3850
103,117,11582
103,118,34080
103,119,500
103,120,4959
104,101,51738
104,102,80444
104,103,67850
104,104,99225
104,105,41843
104,106,94137
104,107,398481
104,108,84715
104,109,80414
104,110,27155
104,111,39872
104,112,8180
104,113,50515
104,114,5468
104,115,58251
104,116,10243
104,117,34250
104,118,92340
104,119,2919
104,120,13264
105,101,59355
105,102,94435
105,103,78272
105,104,118929
105,105,46483
105,106,113500
105,107,477051
105,108,104714
105,109,96102
105,110,31280
105,111,49255
105,112,6254
105,113,60988
105,114,5010
105,115,73716
105,116,11253
105,117,40759
105,118,112454
105,119,2023
105,120,15320
106,101,17058
106,102,30454
106,103,22516
106,104,37477
106,105,13111
106,106,33646
106,107,141838
106,108,32068
106,109,30657
106,110,10164
106,111,15921
106,112,3463
106,113,17164
106,114,1411
106,115,21545
106,116,5111
106,117,11563
106,118,32297
106,119,1316
106,120,5000
107,101,55604
107,102,91153
107,103,74146
107,104,111581
107,105,46113
107,106,106473
107,107,448261
107,108,96894
107,109,90970
107,110,28594
107,111,44928
107,112,5720
107,113,55193
107,114,7181
107,115,67916
107,116,10291
107,117,35556
107,118,104086
107,119,3340
107,120,12025
108,101,41424
108,102,65291
108,103,53592
108,104,82504
108,105,31298
108,106,74782
108,107,323817
108,108,68446
108,109,63700
108,110,22765
108,111,32350
108,112,5205
108,113,41547
108,114,2310
108,115,47168
108,116,6653
108,117,25176
108,118,77115
108,119,1103
108,120,7960
109,101,42518
109,102,68798
109,103,59401
109,104,86966
109,105,33849
109,106,81843
109,107,344944
109,108,73356
109,109,70956
109,110,21752
109,111,34151
109,112,6886
109,113,42826
109,114,4073
109,115,52499
109,116,8135
109,117,29614
109,118,79436
109,119,1211
109,120,8588
110,101,15661
110,102,25081
110,103,20612
110,104,34291
110,105,14125
110,106,31841
110,107,130266
110,108,29865
110,109,26737
110,110,7123
110,111,11026
110,112,508
110,113,17858
110,114,1087
110,115,21466
110,116,1629
110,117,12390
110,118,29870
110,119,977
110,120,3727
111,101,49882
111,102,81446
111,103,67048
111,104,101437
111,105,39512
111,106,94883
111,107,403008
111,108,86163
111,109,79983
111,110,25049
111,111,41653
111,112,5221
111,113,51975
111,114,5432
111,115,60244
111,116,11668
111,117,32354
111,118,94788
111,119,4688
111,120,11291
112,101,41601
112,102,62671
112,103,51599
112,104,81643
112,105,30489
112,106,73663
112,107,322506
112,108,71302
112,109,65070
112,110,23350
112,111,30770
112,112,7313
112,113,42053
112,114,4913
112,115,49707
112,116,6081
112,117,27987
112,118,75881
112,119,4393
112,120,8069
113,101,55673
113,102,88615
113,103,71484
113,104,109656
113,105,43596
113,106,99356
113,107,434443
113,108,93907
113,109,87876
113,110,26945
113,111,44316
113,112,8257
113,113,53950
113,114,7208
113,115,63649
113,116,9400
113,117,34780
113,118,103238
113,119,3361
113,120,14004
114,101,17976
114,102,30201
114,103,25107
114,104,34100
114,105,15186
114,106,33641
114,107,141233
114,108,29486
114,109,29120
114,110,10629
114,111,13659
114,112,1132
114,113,18067
114,114,3224
114,115,19521
114,116,5388
114,117,12834
114,118,35108
114,119,936
114,120,4242
115,101,52707
115,102,83768
115,103,72388
115,104,107252
115,105,42061
115,106,100583
115,107,424318
115,108,91411
115,109,84017
115,110,27710
115,111,40561
115,112,6745
115,113,53655
115,114,5090
115,115,62651
115,116,11818
115,117,36773
115,118,99551
115,119,3530
115,120,10905
116,101,37395
116,102,61251
116,103,50412
116,104,75598
116,105,31070
116,106,72217
116,107,305538
116,108,66092
116,109,60720
116,110,21687
116,111,30723
116,112,4838
116,113,38783
116,114,3694
116,115,44087
116,116,8887
116,117,26976
116,118,71370
116,119,1274
116,120,10279
117,101,47187
117,102,80034
117,103,67138
117,104,96756
117,105,39068
117,106,92616
117,107,391948
117,108,86204
117,109,78912
117,110,26156
117,111,37364
117,112,5635
117,113,49111
117,114,4588
117,115,56965
117,116,7998
117,117,30857
117,118,90819
117,119,2434
117,120,10845
118,101,14255
118,102,23889
118,103,20157
118,104,31927
118,105,12418
118,106,30741
118,107,124486
118,108,29109
118,109,26715
118,110,6418
118,111,11147
118,112,2687
118,113,14716
118,114,3150
118,115,16995
118,116,4518
118,117,12138
118,118,30393
118,119,500
118,120,3896
119,101,16413
119,102,28106
119,103,21600
119,104,36926
119,105,12215
119,106,33386
119,107,140581
119,108,30013
119,109,26427
119,110,8036
119,111,12209
119,112,933
119,113,15808
119,114,2794
119,115,19707
119,116,1524
119,117,10311
119,118,34627
119,119,500
119,120,4144
120,101,55556
120,102,86109
120,103,71283
120,104,110438
120,105,43360
120,106,101266
120,107,435969
120,108,92589
120,109,87471
120,110,27163
120,111,44538
120,112,6176
120,113,54614
120,114,5764
120,115,63959
120,116,9624
120,117,36260
120,118,102287
120,119,5544
120,120,13330
121,101,43151
121,102,73555
121,103,60075
121,104,88368
121,105,35333
121,106,85401
121,107,358823
121,108,79014
121,109,70930
121,110,25139
121,111,36669
121,112,4234
121,113,45695
121,114,5459
121,115,53503
121,116,7153
121,117,28640
121,118,84199
121,119,4931
121,120,9644
122,101,49178
122,102,80921
122,103,69264
122,104,101485
122,105,42574
122,106,94706
122,107,410189
122,108,89170
122,109,81952
122,110,29183
122,111,42107
122,112,7080
122,113,51650
122,114,3134
122,115,60599
122,116,10148
122,117,33073
122,118,96160
122,119,3437
122,120,13021
123,101,49554
123,102,80555
123,103,68257
123,104,101511
123,105,38896
123,106,92982
123,107,403463
123,108,85751
123,109,79007
123,110,26233
123,111,41673
123,112,7341
123,113,50908
123,114,5030
123,115,60267
123,116,8669
123,117,32785
123,118,93499
123,119,5095
123,120,9846
124,101,19158
124,102,30340
124,103,23137
124,104,37794
124,105,14690
124,106,34899
124,107,148671
124,108,32380
124,109,29085
124,110,11781
124,111,13368
124,112,2425
124,113,19955
124,114,2907
124,115,22177
124,116,2849
124,117,14115
124,118,33581
124,119,2384
124,120,3788
125,101,18555
125,102,29314
125,103,21319
125,104,34280
125,105,14440
125,106,32242
125,107,140634
125,108,30212
125,109,29287
125,110,8246
125,111,15752
125,112,1987
125,113,16458
125,114,2593
125,115,19426
125,116,4396
125,117,11854
125,118,33305
125,119,500
125,120,4632
126,101,54228
126,102,84851
126,103,69093
126,104,106204
126,105,41533
126,106,100747
126,107,424524
126,108,91409
126,109,84787
126,110,29323
126,111,41165
126,112,6541
126,113,52053
126,114,6729
126,115,65743
126,116,9320
126,117,34752
126,118,98861
126,119,4712
126,120,14127
127,101,22675
127,102,35431
127,103,28481
127,104,44799
127,105,15552
127,106,40611
127,107,173263
127,108,38085
127,109,35824
127,110,12774
127,111,16292
127,112,971
127,113,23145
127,114,698
127,115,26269
127,116,4315
127,117,15917
127,118,40709
127,119,500
127,120,5532
128,101,16994
128,102,25392
128,103,21790
128,104,33561
128,105,11044
128,106,31388
128,107,127419
128,108,29596
128,109,26480
128,110,6833
128,111,12180
128,112,686
128,113,17509
128,114,2450
128,115,18700
128,116,1988
128,117,10095
128,118,31234
128,119,2430
128,120,5247
129,101,15284
129,102,26359
129,103,21120
129,104,32531
129,105,13135
129,106,28179
129,107,124821
129,108,29117
129,109,25812
129,110,8919
129,111,12943
129,112,774
129,113,15069
129,114,1385
129,115,17593
129,116,4685
129,117,9693
129,118,28001
129,119,940
129,120,3174
130,101,22283
130,102,32876
130,103,28808
130,104,43289
130,105,17581
130,106,38056
130,107,164487
130,108,35195
130,109,31992
130,110,9559
130,111,18229
130,112,949
130,113,20209
130,114,2979
130,115,24088
130,116,3272
130,117,11938
130,118,37595
130,119,3370
130,120,3918
131,101,45663
131,102,73797
131,103,62612
131,104,94689
131,105,37411
131,106,89076
131,107,373933
131,108,82624
131,109,74883
131,110,25746
131,111,37178
131,112,5178
131,113,46493
131,114,6003
131,115,55887
131,116,8571
131,117,30383
131,118,88483
131,119,1456
131,120,12610
132,101,16379
132,102,27971
132,103,21190
132,104,34108
132,105,13727
132,106,29821
132,107,134618
132,108,30024
132,109,27890
132,110,10196
132,111,15160
132,112,3891
132,113,16231
132,114,2682
132,115,18591
132,116,4723
132,117,12685
132,118,30535
132,119,500
132,120,5265
133,101,16504
133,102,25156
133,103,24389
133,104,33760
133,105,13836
133,106,29711
133,107,134026
133,108,27768
133,109,28815
133,110,7346
133,111,14269
133,112,1394
133,113,16379
133,114,3686
133,115,18768
133,116,4810
133,117,12259
133,118,30015
133,119,1535
133,120,3750
134,101,48034
134,102,78437
134,103,63921
134,104,97844
134,105,37876
134,106,90225
134,107,385685
134,108,84406
134,109,77075
134,110,26775
134,111,39727
134,112,5786
134,113,47217
134,114,4571
134,115,56597
134,116,9970
134,117,30352
134,118,91407
134,119,5037
134,120,9372
135,101,48965
135,102,77090
135,103,62855
135,104,94084
135,105,37473
135,106,88750
135,107,380903
135,108,81849
135,109,77174
135,110,24293
135,111,38223
135,112,5113
135,113,46336
135,114,5292
135,115,57358
135,116,10267
135,117,29892
135,118,89113
135,119,4843
135,120,9749
136,101,45069
136,102,69852
136,103,56355
136,104,87086
136,105,36518
136,106,80971
136,107,344945
136,108,76053
136,109,71178
136,110,22014
136,111,35910
136,112,4335
136,113,44879
136,114,6195
136,115,53079
136,116,10119
136,117,30074
136,118,81808
136,119,2504
136,120,10650
137,101,20248
137,102,30044
137,103,27484
137,104,39494
137,105,15030
137,106,37494
137,107,157229
137,108,33407
137,109,30894
137,110,8490
137,111,14690
137,112,2662
137,113,19658
137,114,2989
137,115,23859
137,116,4312
137,117,14464
137,118,35612
137,119,3149
137,120,2789
138,101,16755
138,102,25752
138,103,20742
138,104,33500
138,105,12739
138,106,31778
138,107,136365
138,108,31001
138,109,27614
138,110,9779
138,111,13668
138,112,2030
138,113,18400
138,114,1496
138,115,18492
138,116,1789
138,117,11158
138,118,33138
138,119,2489
138,120,4360
139,101,40125
139,102,68981
139,103,57534
139,104,81999
139,105,32446
139,106,76250
139,107,334671
139,108,72968
139,109,67007
139,110,24050
139,111,33763
139,112,6563
139,113,43615
139,114,2855
139,115,49679
139,116,8421
139,117,29094
139,118,77815
139,119,3571
139,120,11624
140,101,22595
140,102,36911
140,103,28569
140,104,43714
140,105,18125
140,106,39259
140,107,174582
140,108,39219
140,109,34191
140,110,13185
140,111,17918
140,112,4172
140,113,22069
140,114,3593
140,115,25164
140,116,4794
140,117,15567
140,118,40562
140,119,653
140,120,3270
141,101,40043
141,102,65266
141,103,55256
141,104,80005
141,105,30707
141,106,75314
141,107,325583
141,108,71758
141,109,64343
141,110,21984
141,111,31565
141,112,6512
141,113,38971
141,114,2430
141,115,48209
141,116,8598
141,117,27716
141,118,77841
141,119,3656
141,120,8165
142,101,20696
142,102,32188
142,103,26773
142,104,38944
142,105,14963
142,106,34449
142,107,154211
142,108,33665
142,109,29744
142,110,11779
142,111,14174
142,112,4542
142,113,19114
142,114,1370
142,115,21958
142,116,2534
142,117,12799
142,118,35819
142,119,1143
142,120,5800
143,101,43542
143,102,68786
143,103,58597
143,104,89203
143,105,33555
143,106,82278
143,107,353918
143,108,74504
143,109,68699
143,110,24621
143,111,33760
143,112,6760
143,113,45637
143,114,5876
143,115,51419
143,116,10153
143,117,30303
143,118,80681
143,119,3064
143,120,8628
144,101,42778
144,102,71563
144,103,59827
144,104,89030
144,105,34145
144,106,82460
144,107,349317
144,108,75161
144,109,69587
144,110,23991
144,111,35859
144,112,6810
144,113,42737
144,114,5388
144,115,50300
144,116,9941
144,117,28248
144,118,81152
144,119,1802
144,120,12091
145,101,36999
145,102,60583
145,103,52288
145,104,78277
145,105,30816
145,106,72835
145,107,309802
145,108,68240
145,109,62926
145,110,19937
145,111,32864
145,112,6790
145,113,37330
145,114,2720
145,115,47074
145,116,8862
145,117,24516
145,118,74133
145,119,3108
145,120,10996
146,101,39863
146,102,68289
146,103,57592
146,104,83094
146,105,32344
146,106,79828
146,107,333798
146,108,73788
146,109,67720
146,110,20622
146,111,33864
146,112,5732
146,113,40562
146,114,6002
146,115,48180
146,116,9897
146,117,27051
146,118,79928
146,119,1801
146,120,8490
147,101,41352
147,102,68319
147,103,54445
147,104,84499
147,105,33923
147,106,77175
147,107,337166
147,108,72691
147,109,68222
147,110,22310
147,111,35256
147,112,7349
147,113,43246
147,114,2441
147,115,50844
147,116,9146
147,117,28505
147,118,78229
147,119,814
147,120,10499
148,101,44505
148,102,73700
148,103,60670
148,104,92653
148,105,35345
148,106,84146
148,107,365338
148,108,80156
148,109,71804
148,110,24174
148,111,36739
148,112,4632
148,113,44783
148,114,3608
148,115,56526
148,116,7345
148,117,30095
148,118,85638
148,119,3970
148,120,9651
149,101,39698
149,102,62546
149,103,49896
149,104,76336
149,105,29415
149,106,71665
149,107,306482
149,108,66988
149,109,63053
149,110,20011
149,111,30037
149,112,5774
149,113,39096
149,114,5423
149,115,47601
149,116,5766
149,117,25762
149,118,70759
149,119,4461
149,120,7164
150,101,53521
150,102,89252
150,103,73443
150,104,109925
150,105,43235
150,106,103891
150,107,439508
150,108,93149
150,109,87085
150,110,28306
150,111,44789
150,112,9287
150,113,53975
150,114,5073
150,115,66842
150,116,11350
150,117,35019
150,118,103862
150,119,4264
150,120,14098
151,101,39342
151,102,59828
151,103,52977
151,104,75221
151,105,30144
151,106,71201
151,107,307676
151,108,64933
151,109,61175
151,110,21390
151,111,29824
151,112,3224
151,113,37498
151,114,4717
151,115,46383
151,116,8154
151,117,26726
151,118,73000
151,119,680
151,120,10410
152,101,19355
152,102,27502
152,103,21991
152,104,35302
152,105,14767
152,106,33767
152,107,141460
152,108,29141
152,109,30213
152,110,7678
152,111,13201
152,112,3583
152,113,16583
152,114,2218
152,115,22860
152,116,3592
152,117,12663
152,118,33431
152,119,1247
152,120,3705
153,101,58941
153,102,95164
153,103,78440
153,104,116970
153,105,45906
153,106,107852
153,107,467286
153,108,100499
153,109,94675
153,110,31453
153,111,47870
153,112,5918
153,113,58316
153,114,6997
153,115,69114
153,116,13558
153,117,37816
153,118,108997
153,119,4039
153,120,12292
154,101,21355
154,102,31985
154,103,25572
154,104,41491
154,105,16284
154,106,38111
154,107,157907
154,108,32716
154,109,32951
154,110,10727
154,111,15656
154,112,3984
154,113,20921
154,114,3858
154,115,24285
154,116,4258
154,117,14040
154,118,37066
154,119,3161
154,120,6567
155,101,23807
155,102,36459
155,103,28513
155,104,42704
155,105,15636
155,106,40646
155,107,176918
155,108,37405
155,109,36136
155,110,11682
155,111,16617
155,112,3442
155,113,23185
155,114,2848
155,115,25678
155,116,2597
155,117,16305
155,118,41047
155,119,819
155,120,5456
156,101,17477
156,102,26341
156,103,24977
156,104,36244
156,105,12347
156,106,32542
156,107,142263
156,108,32461
156,109,29265
156,110,8178
156,111,12784
156,112,2040
156,113,18254
156,114,635
156,115,21090
156,116,1833
156,117,13109
156,118,32494
156,119,905
156,120,4149
157,101,46667
157,102,74854
157,103,60713
157,104,91912
157,105,35568
157,106,86629
157,107,372563
157,108,82498
157,109,73897
157,110,22874
157,111,37746
157,112,5585
157,113,45141
157,114,3712
157,115,56508
157,116,9453
157,117,29093
157,118,87797
157,119,5004
157,120,9407
158,101,49084
158,102,78141
158,103,64442
158,104,98469
158,105,40785
158,106,93364
158,107,396186
158,108,87544
158,109,78884
158,110,27177
158,111,39239
158,112,6394
158,113,48489
158,114,5162
158,115,58274
158,116,10877
158,117,31916
158,118,92296
158,119,4736
158,120,9675
159,101,45493
159,102,74041
159,103,64421
159,104,96170
159,105,37983
159,106,88610
159,107,379040
159,108,82862
159,109,75407
159,110,25569
159,111,39743
159,112,6397
159,113,48002
159,114,4609
159,115,58908
159,116,10158
159,117,31497
159,118,89916
159,119,3058
159,120,10546
160,101,40652
160,102,64732
160,103,52422
160,104,81206
160,105,31433
160,106,72964
160,107,319570
160,108,67820
160,109,64214
160,110,21723
160,111,31797
160,112,5017
160,113,38631
160,114,5279
160,115,49397
160,116,6202
160,117,26448
160,118,73456
160,119,3285
160,120,10927
161,101,52641
161,102,86026
161,103,72919
161,104,109752
161,105,41526
161,106,100634
161,107,432129
161,108,94613
161,109,88570
161,110,27629
161,111,44007
161,112,8718
161,113,52359
161,114,5234
161,115,65916
161,116,10402
161,117,35323
161,118,101772
161,119,5183
161,120,11095
162,101,56333
162,102,88411
162,103,74401
162,104,111925
162,105,45011
162,106,100649
162,107,438944
162,108,95350
162,109,88746
162,110,29109
162,111,45479
162,112,6589
162,113,54231
162,114,4359
162,115,67379
162,116,11030
162,117,38387
162,118,103319
162,119,1824
162,120,10828
163,101,47806
163,102,77462
163,103,65021
163,104,98895
163,105,37528
163,106,91642
163,107,395623
163,108,83802
163,109,79071
163,110,25738
163,111,40893
163,112,6194
163,113,48716
163,114,5934
163,115,59944
163,116,10912
163,117,31487
163,118,91081
163,119,2450
163,120,10722
164,101,44704
164,102,68799
164,103,56705
164,104,88867
164,105,35893
164,106,80591
164,107,350796
164,108,77235
164,109,71207
164,110,24868
164,111,36603
164,112,7200
164,113,43299
164,114,3203
164,115,51554
164,116,7408
164,117,27188
164,118,80264
164,119,4835
164,120,10901
165,101,39858
165,102,64215
165,103,56262
165,104,82335
165,105,33437
165,106,75790
165,107,329901
165,108,70754
165,109,64986
165,110,20108
165,111,33309
165,112,4251
165,113,41193
165,114,5230
165,115,50133
165,116,8615
165,117,26176
165,118,78057
165,119,2109
165,120,11014
166,101,45538
166,102,72731
166,103,60041
166,104,90756
166,105,38380
166,106,86856
166,107,367164
166,108,80599
166,109,75310
166,110,24894
166,111,35832
166,112,7401
166,113,47364
166,114,4944
166,115,56680
166,116,10397
166,117,29277
166,118,87427
166,119,3887
166,120,9688
167,101,47388
167,102,73513
167,103,62285
167,104,89686
167,105,36111
167,106,85954
167,107,363468
167,108,79799
167,109,72175
167,110,22678
167,111,34647
167,112,4628
167,113,44269
167,114,4226
167,115,54610
167,116,10695
167,117,29822
167,118,83919
167,119,4891
167,120,9908
168,101,45103
168,102,68862
168,103,57344
168,104,88105
168,105,34344
168,106,79573
168,107,344496
168,108,75060
168,109,71140
168,110,24012
168,111,36049
168,112,6201
168,113,43806
168,114,4764
168,115,53842
168,116,10583
168,117,28379
168,118,82154
168,119,4772
168,120,11311
169,101,18476
169,102,25960
169,103,20930
169,104,32333
169,105,15262
169,106,32429
169,107,136207
169,108,27392
169,109,27397
169,110,7359
169,111,11823
169,112,1139
169,113,18817
169,114,954
169,115,20782
169,116,2505
169,117,13149
169,118,31471
169,119,500
169,120,4882
170,101,18563
170,102,28654
170,103,23885
170,104,38110
170,105,14496
170,106,34602
170,107,149711
170,108,34399
170,109,32029
170,110,11839
170,111,16292
170,112,3476
170,113,20075
170,114,2240
170,115,21026
170,116,2247
170,117,11955
170,118,33759
170,119,500
170,120,3402
171,101,15510
171,102,25711
171,103,24202
171,104,34635
171,105,15103
171,106,30167
171,107,137668
171,108,31383
171,109,29046
171,110,8429
171,111,12670
171,112,2428
171,113,15362
171,114,500
171,115,20680
171,116,2330
171,117,12144
171,118,31513
171,119,2510
171,120,3383
172,101,41597
172,102,64718
172,103,56169
172,104,84256
172,105,33916
172,106,78491
172,107,331979
172,108,72862
172,109,66241
172,110,20950
172,111,32717
172,112,7163
172,113,40034
172,114,4637
172,115,47708
172,116,6276
172,117,29256
172,118,76737
172,119,3777
172,120,10947
173,101,54263
173,102,89498
173,103,72261
173,104,111172
173,105,43701
173,106,102792
173,107,444394
173,108,97196
173,109,87326
173,110,29622
173,111,44355
173,112,6065
173,113,53881
173,114,5492
173,115,66549
173,116,12351
173,117,37048
173,118,103827
173,119,2222
173,120,12455
174,101,51620
174,102,83546
174,103,69892
174,104,106735
174,105,43264
174,106,96971
174,107,419164
174,108,92233
174,109,85719
174,110,26142
174,111,42531
174,112,7787
174,113,52211
174,114,4494
174,115,63177
174,116,12032
174,117,33425
174,118,96242
174,119,1881
174,120,10276
175,101,52947
175,102,84350
175,103,72295
175,104,105737
175,105,43408
175,106,98577
175,107,429161
175,108,91562
175,109,84561
175,110,30057
175,111,42955
175,112,6905
175,113,55412
175,114,4315
175,115,65133
175,116,11183
175,117,36081
175,118,99241
175,119,1769
175,120,13973
176,101,16740
176,102,26160
176,103,20905
176,104,32596
176,105,13204
176,106,31510
176,107,133164
176,108,30679
176,109,28444
176,110,7637
176,111,14696
176,112,500
176,113,18271
176,114,3166
176,115,21248
176,116,2010
176,117,12631
176,118,29821
176,119,1589
176,120,2103
177,101,48121
177,102,75504
177,103,63641
177,104,90973
177,105,38260
177,106,88405
177,107,369904
177,108,78811
177,109,74638
177,110,22915
177,111,37658
177,112,6062
177,113,46670
177,114,3221
177,115,56338
177,116,9626
177,117,29839
177,118,86304
177,119,3373
177,120,11785
178,101,49068
178,102,77045
178,103,62800
178,104,98075
178,105,40579
178,106,89181
178,107,385520
178,108,85451
178,109,76073
178,110,24618
178,111,39055
178,112,7418
178,113,47269
178,114,3097
178,115,56609
178,116,10677
178,117,33941
178,118,89673
178,119,1985
178,120,11193
179,101,41369
179,102,66801
179,103,54919
179,104,84108
179,105,34432
179,106,80370
179,107,338563
179,108,74673
179,109,66857
179,110,21314
179,111,32986
179,112,6559
179,113,40510
179,114,5983
179,115,51304
179,116,9111
179,117,26852
179,118,78499
179,119,4130
179,120,8710
180,101,16799
180,102,25938
180,103,20141
180,104,29817
180,105,14486
180,106,28457
180,107,126444
180,108,26579
180,109,23537
180,110,8898
180,111,14541
180,112,4093
180,113,15127
180,114,2454
180,115,18286
180,116,2053
180,117,9182
180,118,27539
180,119,1949
180,120,2930
181,101,56529
181,102,89561
181,103,73499
181,104,111677
181,105,46287
181,106,103193
181,107,452036
181,108,97622
181,109,91794
181,110,31144
181,111,46865
181,112,8943
181,113,56456
181,114,6563
181,115,68279
181,116,9539
181,117,36842
181,118,106125
181,119,2742
181,120,13775
182,101,16644
182,102,23688
182,103,19869
182,104,31984
182,105,13982
182,106,28234
182,107,123146
182,108,28182
182,109,24294
182,110,8961
182,111,12797
182,112,2182
182,113,16645
182,114,500
182,115,17339
182,116,1364
182,117,9041
182,118,28987
182,119,2137
182,120,5035
183,101,44381
183,102,71756
183,103,59992
183,104,86909
183,105,36092
183,106,80095
183,107,350655
183,108,74521
183,109,70158
183,110,23668
183,111,35524
183,112,6062
183,113,44105
183,114,6142
183,115,51913
183,116,8889
183,117,28403
183,118,83032
183,119,2548
183,120,8793
184,101,17335
184,102,28046
184,103,21510
184,104,31385
184,105,13209
184,106,29510
184,107,132641
184,108,27934
184,109,27360
184,110,8009
184,111,13713
184,112,4133
184,113,18558
184,114,500
184,115,20026
184,116,2795
184,117,12664
184,118,32201
184,119,540
184,120,2715
185,101,19705
185,102,33082
185,103,27209
185,104,38811
185,105,15539
185,106,37433
185,107,162157
185,108,34648
185,109,32331
185,110,9734
185,111,14196
185,112,4440
185,113,19275
185,114,2489
185,115,23416
185,116,4346
185,117,12977
185,118,38223
185,119,2652
185,120,4724
186,101,53479
186,102,82663
186,103,69498
186,104,102023
186,105,39581
186,106,97137
186,107,411788
186,108,89278
186,109,84388
186,110,26948
186,111,39517
186,112,6648
186,113,52748
186,114,5689
186,115,62965
186,116,9496
186,117,34354
186,118,96669
186,119,2652
186,120,10508
187,101,19983
187,102,35240
187,103,29501
187,104,41825
187,105,16020
187,106,39257
187,107,167743
187,108,37901
187,109,32034
187,110,9514
187,111,15065
187,112,3786
187,113,22989
187,114,3977
187,115,25013
187,116,3260
187,117,12965
187,118,38947
187,119,1761
187,120,3920
188,101,16007
188,102,27374
188,103,23789
188,104,34828
188,105,13925
188,106,32680
188,107,144020
188,108,29138
188,109,30359
188,110,10761
188,111,15980
188,112,1732
188,113,16365
188,114,2316
188,115,22990
188,116,4660
188,117,10503
188,118,34843
188,119,861
188,120,5346
189,101,43905
189,102,70907
189,103,59497
189,104,92112
189,105,38297
189,106,86192
189,107,362758
189,108,78558
189,109,74574
189,110,26050
189,111,34886
189,112,5166
189,113,45110
189,114,4871
189,115,55367
189,116,7120
189,117,30654
189,118,83312
189,119,1943
189,120,11501
190,101,54765
190,102,87099
190,103,71998
190,104,107919
190,105,43358
190,106,99667
190,107,427682
190,108,91639
190,109,86443
190,110,29001
190,111,41568
190,112,7009
190,113,54432
190,114,7039
190,115,62668
190,116,11957
190,117,35664
190,118,99863
190,119,5062
190,120,13681
191,101,41474
191,102,69862
191,103,56839
191,104,87184
191,105,35882
191,106,82187
191,107,345438
191,108,75542
191,109,68884
191,110,23102
191,111,34158
191,112,3927
191,113,43485
191,114,2343
191,115,51789
191,116,7390
191,117,27780
191,118,79559
191,119,3038
191,120,10037
192,101,59647
192,102,97137
192,103,79433
192,104,117573
192,105,46674
192,106,112700
192,107,478967
192,108,104824
192,109,96854
192,110,31566
192,111,47559
192,112,8719
192,113,59068
192,114,6806
192,115,72574
192,116,13280
192,117,38890
192,118,109611
192,119,4300
192,120,14464
193,101,43205
193,102,66793
193,103,56237
193,104,85153
193,105,36026
193,106,78931
193,107,342410
193,108,72335
193,109,68215
193,110,23041
193,111,32556
193,112,6131
193,113,41624
193,114,3390
193,115,51730
193,116,8379
193,117,27515
193,118,80459
193,119,2696
193,120,11016
194,101,17739
194,102,24958
194,103,21938
194,104,32111
194,105,14721
194,106,30698
194,107,131434
194,108,29993
194,109,28121
194,110,8726
194,111,14906
194,112,3600
194,113,15580
194,114,2350
194,115,19890
194,116,4687
194,117,9870
194,118,30028
194,119,604
194,120,4752
195,101,53625
195,102,85811
195,103,73433
195,104,109660
195,105,45098
195,106,101733
195,107,436581
195,108,96191
195,109,89076
195,110,30166
195,111,43253
195,112,7708
195,113,56065
195,114,6129
195,115,65704
195,116,12521
195,117,34971
195,118,100446
195,119,3827
195,120,10893
196,101,42390
196,102,67236
196,103,58007
196,104,84698
196,105,35763
196,106,79836
196,107,344601
196,108,74284
196,109,69545
196,110,21570
196,111,35439
196,112,6001
196,113,45029
196,114,2594
196,115,52507
196,116,6870
196,117,29629
196,118,80120
196,119,4200
196,120,11739
197,101,47217
197,102,80437
197,103,65015
197,104,97770
197,105,37424
197,106,92282
197,107,392531
197,108,86447
197,109,77984
197,110,24928
197,111,40021
197,112,7319
197,113,49393
197,114,3824
197,115,56946
197,116,7837
197,117,34031
197,118,90557
197,119,3890
197,120,12085
198,101,15452
198,102,26311
198,103,21753
198,104,31669
198,105,14278
198,106,29477
198,107,134996
198,108,30405
198,109,27866
198,110,9659
198,111,13056
198,112,2578
198,113,15579
198,114,2560
198,115,18548
198,116,2006
198,117,13091
198,118,33321
198,119,2833
198,120,5854
199,101,20950
199,102,32790
199,103,28148
199,104,44664
199,105,18929
199,106,38284
199,107,170669
199,108,37084
199,109,36447
199,110,11939
199,111,18558
199,112,4260
199,113,22259
199,114,2590
199,115,26067
199,116,6204
199,117,13366
199,118,40141
199,119,539
199,120,3500
200,101,55764
200,102,90777
200,103,77680
200,104,114331
200,105,44873
200,106,107921
200,107,455919
200,108,97665
200,109,92006
200,110,30611
200,111,46408
200,112,7514
200,113,58301
200,114,5657
200,115,68913
200,116,10487
200,117,37834
200,118,105717
200,119,5723
200,120,13589
201,101,36861
201,102,61173
