Sno,Hospital Id,name,State Name,District Name,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities,address,clean,is_nabh_accredited,latitude,longitude,google_rating,google_ratings_total,hospital_tier,hospital_id
68,HOSP9G04555,Community health centre choubeypur,UTTAR PRADESH,KANPUR NAGAR,9044888200,"M1,M7,M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S4","Community health centre choubeypur, KANPUR NAGAR, UTTAR PRADESH",communityhealthchoubeypur,False,26.437199452219385,80.27460063212149,4.1,196,B,68
69,HOSP9G04556,PHC Mandhata,UTTAR PRADESH,PRATAPGARH,8874463054,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","PHC Mandhata, PRATAPGARH, UTTAR PRADESH",phcmandhata,False,25.748035833090807,81.73343380068282,4.3,348,B,69
70,HOSP9G04558,CHC KALYANPUR,UTTAR PRADESH,KANPUR NAGAR,8576017120,"M1,M7,M4,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M4, S3, S4, S5","CHC KALYANPUR, KANPUR NAGAR, UTTAR PRADESH",chckalyanpur,False,26.501041714139955,80.24555485225481,4.1,393,B,70
71,HOSP9G04563,CHC BAGHRAI,UTTAR PRADESH,PRATAPGARH,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","CHC BAGHRAI, PRATAPGARH, UTTAR PRADESH",chcbaghrai,False,25.750707292779165,81.71872118619244,3.7,75,C,71
72,HOSP9G04566,CHC SARSAUL,UTTAR PRADESH,KANPUR NAGAR,9936015747,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S4","CHC SARSAUL, KANPUR NAGAR, UTTAR PRADESH",chcsarsaul,False,26.28843605904059,80.49054544016558,3.7,318,C,72
73,HOSP9G04570,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,PILIBHIT,9457532856,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","DISTRICT WOMEN HOSPITAL, PILIBHIT, UTTAR PRADESH",districtwomen,False,28.508620066886664,80.11256966389995,4.1,121,B,73
74,HOSP9G04578,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,AGRA,7906143757,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"DISTRICT WOMEN HOSPITAL, AGRA, UTTAR PRADESH",districtwomen,False,27.163202074253576,77.999305984953,4.1,301,B,74
75,HOSP9G04580,Community Health Center Sarila,UTTAR PRADESH,HAMIRPUR,6394966340,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"Community Health Center Sarila, HAMIRPUR, UTTAR PRADESH",communityhealthsarila,False,25.736113442261203,79.99469688202767,4.3,137,B,75
76,HOSP9G04582,CHC LALGANJ,UTTAR PRADESH,PRATAPGARH,9897337418,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S4","CHC LALGANJ, PRATAPGARH, UTTAR PRADESH",chclalganj,False,25.889656924775934,81.6287574249857,4.1,153,B,76
77,HOSP9G04589,CHC Belkharnath,UTTAR PRADESH,PRATAPGARH,7007533369,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","CHC Belkharnath, PRATAPGARH, UTTAR PRADESH",chcbelkharnath,False,25.901141193887547,82.10162083455286,3.6,164,C,77
78,HOSP9G04592,CHC MUSKARA,UTTAR PRADESH,HAMIRPUR,8765891805,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"CHC MUSKARA, HAMIRPUR, UTTAR PRADESH",chcmuskara,False,25.417991946116217,79.72926517476354,3.6,476,C,78
79,HOSP9G04593,CHC Gaura,UTTAR PRADESH,PRATAPGARH,8004793342,"M1,M7,S1,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S5","CHC Gaura, PRATAPGARH, UTTAR PRADESH",chcgaura,False,25.756424834481653,81.73057740591187,3.6,424,C,79
80,HOSP9G04595,chc sangramgarh,UTTAR PRADESH,PRATAPGARH,9455033307,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","chc sangramgarh, PRATAPGARH, UTTAR PRADESH",chcsangramgarh,False,25.858521270996835,81.48417803933407,4.1,75,B,80
81,HOSP9G04603,chc raniganj,UTTAR PRADESH,PRATAPGARH,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","chc raniganj, PRATAPGARH, UTTAR PRADESH",chcraniganj,False,25.9787242712207,82.01943744312896,4.2,188,B,81
82,HOSP9G04606,CHC DADRI,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,9258134647,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC DADRI, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",chcdadri,False,28.544470328629462,77.57474378168287,4.1,344,B,82
83,HOSP9G04608,CHC AMARGARH,UTTAR PRADESH,PRATAPGARH,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","CHC AMARGARH, PRATAPGARH, UTTAR PRADESH",chcamargarh,False,25.74589902174494,81.74531862517813,3.8,471,C,83
84,HOSP9G04612,Distt Hospital Male Hamirpur,UTTAR PRADESH,HAMIRPUR,8005192747,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M2, S8, M7, S7, M3, M4, M5, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9","Distt Hospital Male Hamirpur, HAMIRPUR, UTTAR PRADESH",disttmalehamirpur,False,25.73991092100089,80.01960188579665,3.9,420,B,84
85,HOSP9G04616,PHC BABAGANJ,UTTAR PRADESH,PRATAPGARH,8979886274,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","PHC BABAGANJ, PRATAPGARH, UTTAR PRADESH",phcbabaganj,False,27.968089365555475,81.54266580332231,4.3,101,B,85
86,HOSP9G04622,chc sangipur,UTTAR PRADESH,PRATAPGARH,8874463054,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","chc sangipur, PRATAPGARH, UTTAR PRADESH",chcsangipur,False,25.94435785578999,81.71730887410999,4.2,134,B,86
87,HOSP9G04627,chc sandwa chandrika ,UTTAR PRADESH,PRATAPGARH,8400048188,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","chc sandwa chandrika , PRATAPGARH, UTTAR PRADESH",chcsandwachandrika,False,26.031220729437507,81.8725021988841,4.1,253,B,87
88,HOSP9G04629,CHC KURARA,UTTAR PRADESH,HAMIRPUR,7839729381,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"CHC KURARA, HAMIRPUR, UTTAR PRADESH",chckurara,False,25.743068308024505,79.99968294396335,3.7,496,C,88
89,HOSP9G04635,DISTRICT HOSPITAL MALE KHERI,UTTAR PRADESH,KHERI,7317466362,"S1,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"S1, S2, S3, S5","DISTRICT HOSPITAL MALE KHERI, KHERI, UTTAR PRADESH",districtmalekheri,False,27.961646275995705,80.80216882497515,3.6,206,C,89
90,HOSP9G04636,CHC KOHUNDOUR,UTTAR PRADESH,PRATAPGARH,9450590131,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S4","CHC KOHUNDOUR, PRATAPGARH, UTTAR PRADESH",chckohundour,False,25.768528825134894,81.7417449587617,3.7,267,C,90
91,HOSP9G04639,RBMS DISTRICT HOSPITAL RAEBARELI,UTTAR PRADESH,Raebareli,8005192796,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S16,"RBMS DISTRICT HOSPITAL RAEBARELI, Raebareli, UTTAR PRADESH",rbmsdistrictraebareli,False,26.22778390894489,81.19946749506063,4.1,172,B,91
92,HOSP9G04645,  PANDIT DEEN DAYAL UPADHYAY DISTRICT MALE  HOSPITAL MORADABAD,UTTAR PRADESH,MORADABAD,9412746101,"M1,M1,M7,M2,M8,S1,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M8, S1, S2, S5","  PANDIT DEEN DAYAL UPADHYAY DISTRICT MALE  HOSPITAL MORADABAD, MORADABAD, UTTAR PRADESH",panditdeendayalupadhyaydistrictmalemoradabad,False,28.892109812527778,78.81710830803469,3.7,126,C,92
93,HOSP9G04646,CHC NAURANGA,UTTAR PRADESH,HAMIRPUR,7007029925,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC NAURANGA, HAMIRPUR, UTTAR PRADESH",chcnauranga,False,25.64034851950927,79.4519035527345,4.3,295,B,93
94,HOSP9G04648,PHC LAXMANPUR,UTTAR PRADESH,PRATAPGARH,9451114873,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S4","PHC LAXMANPUR, PRATAPGARH, UTTAR PRADESH",phclaxmanpur,False,25.9041061130411,81.77419124759335,3.6,460,C,94
95,HOSP9G04652,CHC SIRATHU,UTTAR PRADESH,KAUSHAMBI,8299818746,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC SIRATHU, KAUSHAMBI, UTTAR PRADESH",chcsirathu,False,25.545752010721586,81.44381636245345,4.2,426,B,95
96,HOSP9G04664,District Combined Hospital ,UTTAR PRADESH,Amethi,8736898467,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"District Combined Hospital , Amethi, UTTAR PRADESH",districtcombined,False,26.46159187854644,80.32470211072717,3.5,265,C,96
97,HOSP9G04666,Community Health Centre BANGRA ,UTTAR PRADESH,JHANSI,9838363580,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","Community Health Centre BANGRA , JHANSI, UTTAR PRADESH",communityhealthbangra,False,25.546443766943185,78.66169425551378,3.6,301,C,97
98,HOSP9G04669,DISTRICT WOMEN HOSPITAL HAMIRPUR,UTTAR PRADESH,HAMIRPUR,8299450722,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"DISTRICT WOMEN HOSPITAL HAMIRPUR, HAMIRPUR, UTTAR PRADESH",districtwomenhamirpur,False,25.940087867878972,80.16085590972686,3.7,105,C,98
99,HOSP9G04690,chc kunda,UTTAR PRADESH,PRATAPGARH,8005193683,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S4","chc kunda, PRATAPGARH, UTTAR PRADESH",chckunda,False,25.71711123086805,81.52690752527629,3.8,348,C,99
100,HOSP9G04700,CHC PATTI,UTTAR PRADESH,PRATAPGARH,9838834656,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","CHC PATTI, PRATAPGARH, UTTAR PRADESH",chcpatti,False,25.932377089838134,82.18467139130307,3.7,496,C,100
101,HOSP9G04717,CHC SHAMLI,UTTAR PRADESH,SHAMLI,8923810100,"M1,M7,M2,S1,S16,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S3, S4, S5","CHC SHAMLI, SHAMLI, UTTAR PRADESH",chcshamli,False,29.538614939258625,77.23040825251319,4.2,225,B,101
102,HOSP9G04765,DISTRICT MALE HOSPITAL HARDOI,UTTAR PRADESH,HARDOI,7217855792,"M2,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S1, S16, S2, S3, S5","DISTRICT MALE HOSPITAL HARDOI, HARDOI, UTTAR PRADESH",districtmalehardoi,False,27.41349841901691,80.12216857440579,4.0,406,B,102
103,HOSP9G04768,District  Women Hospital Deoria ,UTTAR PRADESH,DEORIA,9454455388,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"District  Women Hospital Deoria , DEORIA, UTTAR PRADESH",districtwomendeoria,False,26.439128752589983,83.75496942312361,3.6,421,C,103
104,HOSP9G04771,CHC Bamaur,UTTAR PRADESH,JHANSI,7985677489,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC Bamaur, JHANSI, UTTAR PRADESH",chcbamaur,False,25.728480345691555,79.18716183226935,4.3,198,B,104
105,HOSP9G04775,CHC BADAGAON,UTTAR PRADESH,JHANSI,9793312501,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC BADAGAON, JHANSI, UTTAR PRADESH",chcbadagaon,False,25.542155826611392,78.63619427956836,4.0,90,B,105
106,HOSP9G04784,MANYAWAR KANSHIRAM JOINT HOSPITAL MALE LALITPUR ,UTTAR PRADESH,LALITPUR,8299232640,"M1,M7,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S16, S2, S3, S5","MANYAWAR KANSHIRAM JOINT HOSPITAL MALE LALITPUR , LALITPUR, UTTAR PRADESH",manyawarkanshiramjointmalelalitpur,False,24.68853164459691,78.5374774337499,3.6,480,C,106
107,HOSP9G04786,community health center moth,UTTAR PRADESH,JHANSI,6394653948,"S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S5,"community health center moth, JHANSI, UTTAR PRADESH",communityhealthmoth,False,25.538123631167004,78.63646521290335,4.3,129,B,107
108,HOSP9G04803,CHC Chirgaon,UTTAR PRADESH,JHANSI,8853895993,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC Chirgaon, JHANSI, UTTAR PRADESH",chcchirgaon,False,25.514927182814954,78.64958942929157,3.9,130,B,108
109,HOSP9G04804,Chc gursarai,UTTAR PRADESH,JHANSI,9651539028,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","Chc gursarai, JHANSI, UTTAR PRADESH",chcgursarai,False,25.711886159385575,79.18385463277458,4.0,201,B,109
110,HOSP9G04805,Community Health Centre BABINA,UTTAR PRADESH,JHANSI,9936243555,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","Community Health Centre BABINA, JHANSI, UTTAR PRADESH",communityhealthbabina,False,25.531256892249633,78.6559883645658,3.8,316,C,110
111,HOSP9G04807,District Female Hospital Hardoi,UTTAR PRADESH,HARDOI,7839317286,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","District Female Hospital Hardoi, HARDOI, UTTAR PRADESH",districtfemalehardoi,False,27.35670717323627,80.09432638083253,4.0,86,B,111
112,HOSP9G04817,Community Health center Mauranipur,UTTAR PRADESH,JHANSI,9621933664,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","Community Health center Mauranipur, JHANSI, UTTAR PRADESH",communityhealthmauranipur,False,25.524262539326962,78.65247287643496,3.9,231,B,112
113,HOSP9G04821,CHC KANAILI ,UTTAR PRADESH,KAUSHAMBI,9369281380,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC KANAILI , KAUSHAMBI, UTTAR PRADESH",chckanaili,False,25.51752445442317,81.43179138399647,4.2,90,B,113
114,HOSP9G04839,Combined District Hospital,UTTAR PRADESH,KAUSHAMBI,9415636195,"M1,M1,M7,M2,S1,S12,S16,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S12, S16, S4, S5","Combined District Hospital, KAUSHAMBI, UTTAR PRADESH",combineddistrict,False,25.533922758927858,81.37353145410432,3.6,191,C,114
115,HOSP9G04898,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,JHANSI,8299616990,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","DISTRICT WOMEN HOSPITAL, JHANSI, UTTAR PRADESH",districtwomen,False,25.475423028838822,78.56514136726102,4.2,66,B,115
116,HOSP9G04946,CHC Charthawal,UTTAR PRADESH,MUZAFFARNAGAR,9012283376,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC Charthawal, MUZAFFARNAGAR, UTTAR PRADESH",chccharthawal,False,29.438334119784546,77.72384133387713,4.0,466,B,116
117,HOSP9G04954,CHC BIRDHA,UTTAR PRADESH,LALITPUR,6394628734,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S1,"CHC BIRDHA, LALITPUR, UTTAR PRADESH",chcbirdha,False,24.694295481298465,78.51552262571407,4.2,127,B,117
118,HOSP9G04958,CHC JANSATH,UTTAR PRADESH,MUZAFFARNAGAR,7900867978,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC JANSATH, MUZAFFARNAGAR, UTTAR PRADESH",chcjansath,False,29.328714264869948,77.8374728000304,3.7,401,C,118
119,HOSP9G04961,CHC TALBEHAT,UTTAR PRADESH,LALITPUR,9616684845,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC TALBEHAT, LALITPUR, UTTAR PRADESH",chctalbehat,False,25.02148799271544,78.42068291221354,3.8,227,C,119
120,HOSP9G04968,CHC ITAUNJA,UTTAR PRADESH,LUCKNOW,9452243857,"M1,M7,M2,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16","CHC ITAUNJA, LUCKNOW, UTTAR PRADESH",chcitaunja,False,27.06814890703241,80.90329058449136,3.9,377,B,120
121,HOSP9G04974,DISTRICT HOSPITAL,UTTAR PRADESH,JALAUN,7007577208,"M1,M7,M2,S1,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S2, S5","DISTRICT HOSPITAL, JALAUN, UTTAR PRADESH",district,False,25.986436432548814,79.44591125646441,4.0,227,B,121
122,HOSP9G04976,CHC LALGANJ,UTTAR PRADESH,Raebareli,9919391001,"S1,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"S1, S4, S5","CHC LALGANJ, Raebareli, UTTAR PRADESH",chclalganj,False,26.176381016618198,80.96937350517435,4.2,62,B,122
123,HOSP9G04979,community health centre chinhat lucknow,UTTAR PRADESH,LUCKNOW,9453146331,"M1,M7,M2,S1,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S4","community health centre chinhat lucknow, LUCKNOW, UTTAR PRADESH",communityhealthchinhatlucknow,False,26.849476345029206,81.05598456045759,3.9,242,B,123
124,HOSP9G04987,District Woman Hospital Muzaffarnagar,UTTAR PRADESH,MUZAFFARNAGAR,9634092040,"M2,M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, M3, S4","District Woman Hospital Muzaffarnagar, MUZAFFARNAGAR, UTTAR PRADESH",districtwomanmuzaffarnagar,False,29.464275301543374,77.74755998384973,3.7,88,C,124
125,HOSP9G04996,District Female Hospital kheri ,UTTAR PRADESH,KHERI,7839005158,"M2,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S1, S4","District Female Hospital kheri , KHERI, UTTAR PRADESH",districtfemalekheri,False,28.13595007479072,80.70848668039459,3.7,56,C,125
126,HOSP9G05002,CHC MAHRONI,UTTAR PRADESH,LALITPUR,7458068834,"M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,M2,"CHC MAHRONI, LALITPUR, UTTAR PRADESH",chcmahroni,False,24.356047021514073,78.80293355643927,4.2,306,B,126
127,HOSP9G05003,chcbar,UTTAR PRADESH,LALITPUR,8953206874,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S1,"chcbar, LALITPUR, UTTAR PRADESH",chcbar,False,24.69155195742577,78.53686052096118,3.6,71,C,127
128,HOSP9G05036,District Female Hospital Lalitpur,UTTAR PRADESH,LALITPUR,6392677851,"M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M3, S4","District Female Hospital Lalitpur, LALITPUR, UTTAR PRADESH",districtfemalelalitpur,False,24.687551523831445,78.51274949129109,3.5,150,C,128
129,HOSP9G05042,CHC MALIHABAD,UTTAR PRADESH,LUCKNOW,7237093935,"M1,M7,M2,S1,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S4","CHC MALIHABAD, LUCKNOW, UTTAR PRADESH",chcmalihabad,False,27.006563788631865,80.725722306342,3.6,140,C,129
130,HOSP9G05054,district women hospital,UTTAR PRADESH,Raebareli,8005192795,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"district women hospital, Raebareli, UTTAR PRADESH",districtwomen,False,26.222424772978954,81.2283230271528,3.6,50,C,130
131,HOSP9G05055,District Male Hospital Sultanpur,UTTAR PRADESH,SULTANPUR,9454455424,"M1,M1,M7,M2,M8,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M8, S1, S16, S2, S3, S5","District Male Hospital Sultanpur, SULTANPUR, UTTAR PRADESH",districtmalesultanpur,False,26.2758530108353,82.22672907613416,4.0,472,B,131
132,HOSP9G05059,District Women Hospital,UTTAR PRADESH,GHAZIABAD,8005192808,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"District Women Hospital, GHAZIABAD, UTTAR PRADESH",districtwomen,False,28.654136230881452,77.44081625259626,3.8,395,C,132
133,HOSP9G05063,DR B R AMBEDKAR COMBINED HOSPITAL MALE ETAWAH,UTTAR PRADESH,ETAWAH,9454893425,"M1,M1,M7,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S16, S2, S3, S5","DR B R AMBEDKAR COMBINED HOSPITAL MALE ETAWAH, ETAWAH, UTTAR PRADESH",drbrambedkarcombinedmaleetawah,False,26.4587580023019,80.34738738875254,3.7,489,C,133
134,HOSP9G05070,CHC KAIRANA,UTTAR PRADESH,SHAMLI,8979919790,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC KAIRANA, SHAMLI, UTTAR PRADESH",chckairana,False,29.404752935460497,77.1990909384912,4.0,249,B,134
135,HOSP9G05073,PHc Meghakheri,UTTAR PRADESH,MUZAFFARNAGAR,9125450572,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","PHc Meghakheri, MUZAFFARNAGAR, UTTAR PRADESH",phcmeghakheri,False,29.436318647923596,77.7420792816422,4.1,176,B,135
136,HOSP9G05075,PHC MORNA,UTTAR PRADESH,MUZAFFARNAGAR,7451035593,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S1,"PHC MORNA, MUZAFFARNAGAR, UTTAR PRADESH",phcmorna,False,29.487159667168243,77.93036096455695,4.3,316,B,136
137,HOSP9G05082,CHC KANDHLA,UTTAR PRADESH,SHAMLI,7078005094,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"CHC KANDHLA, SHAMLI, UTTAR PRADESH",chckandhla,False,29.32000616595365,77.28082996228443,3.6,411,C,137
138,HOSP9G05188,CHC Binauli,UTTAR PRADESH,Bagpat,9058210496,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC Binauli, Bagpat, UTTAR PRADESH",chcbinauli,False,28.982246546177436,77.65741358296928,3.8,359,C,138
139,HOSP9G05202,CHC BHANGEL,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,9999840456,"S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"S1, S4","CHC BHANGEL, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",chcbhangel,False,28.360382890031328,77.61022287287659,4.3,277,B,139
140,HOSP9G05209, CHC GANGOH,UTTAR PRADESH,SAHARANPUR,7009786053,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S1," CHC GANGOH, SAHARANPUR, UTTAR PRADESH",chcgangoh,False,29.797588775924975,77.28170133225467,3.7,428,C,140
141,HOSP9G05229,Community Health Center Baghpat,UTTAR PRADESH,Bagpat,9999778149,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S1,"Community Health Center Baghpat, Bagpat, UTTAR PRADESH",communityhealthbaghpat,False,28.98618612318313,77.64539298235469,4.2,464,B,141
142,HOSP9G05244, CHC DEOBAND,UTTAR PRADESH,SAHARANPUR,9927252641,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-," CHC DEOBAND, SAHARANPUR, UTTAR PRADESH",chcdeoband,False,29.68170487760948,77.6713777966912,3.7,126,C,142
143,HOSP9G05246,CHC FATEHPUR,UTTAR PRADESH,SAHARANPUR,9410295002,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC FATEHPUR, SAHARANPUR, UTTAR PRADESH",chcfatehpur,False,30.030856921809313,77.75866388508935,4.0,72,B,143
144,HOSP9G05249,SBD DISTRICT MALE  HOSPITAL ,UTTAR PRADESH,SAHARANPUR,9161086153,"M1,M1,M7,M2,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S2, S3, S5","SBD DISTRICT MALE  HOSPITAL , SAHARANPUR, UTTAR PRADESH",sbddistrictmale,False,29.972714125177617,77.49523060937602,4.2,264,B,144
145,HOSP9G05250,District Women Hospital Saharanpur,UTTAR PRADESH,SAHARANPUR,9897784401,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"District Women Hospital Saharanpur, SAHARANPUR, UTTAR PRADESH",districtwomensaharanpur,False,29.939508991982144,77.54776123504956,3.9,168,B,145
