Sno	Hospital Id	Hospital Name	State	District	Hospital Contact	Specialities Selected	Hospital Type	Empanelment Type	Submitted Date	Status Updated Date	Application Status	OnBoarded For Convergence Scheme	Upgraded Specialities	Current Specialities
1525	HOSP9G188293	PHC AJNAR	UTTAR PRADESH	MAHOBA	8127417298	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1526	HOSP9G188294	PHC RAHIMPUR BISDHAN	UTTAR PRADESH	KANPUR NAGAR	7007965390	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1527	HOSP9G188296	Community Health Centre Behta	UTTAR PRADESH	LUCKNOW	9161420844	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1528	HOSP9G188298	PHC Musta	UTTAR PRADESH	KANPUR NAGAR	8853261673	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1529	HOSP9G188305	PHC SURATGARH	UTTAR PRADESH	ALIGARH	7417777547	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1530	HOSP9G188306	CHC PILAKHUWA	UTTAR PRADESH	HAPUR	9412801960	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"BM,ER,ID,SM,SO,"	"MG, BM, ER, ID, SM, SO"
1531	HOSP9G18831	District Hospital Male	UTTAR PRADESH	BALLIA	6392167006	"M1,M1,M7,M2,S1,S16,S2,S3,S5,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S16, S2, S3, S5"
1532	HOSP9G188314	PRIMARY HEALTH CARE MAHEWA	UTTAR PRADESH	JALAUN	8957988457	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1533	HOSP9G188325	CHC BHADURGARH	UTTAR PRADESH	HAPUR	8860990789	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1534	HOSP9G188348	PHC Agras	UTTAR PRADESH	BAREILLY	8279640070	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1535	HOSP9G188355	CHC Subeha	UTTAR PRADESH	BARABANKI	9580768287	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1536	HOSP9G188361	phc tabar	UTTAR PRADESH	SAHARANPUR	9027060284	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1537	HOSP9G188383	PHC LADPUR	UTTAR PRADESH	HATHRAS	9634026971	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1538	HOSP9G188384	PHC HATHRAS JUNCTION	UTTAR PRADESH	HATHRAS	7599183983	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1539	HOSP9G188385	PHC EHAN	UTTAR PRADESH	HATHRAS	8830831165	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1540	HOSP9G188391	PHC chandapur	UTTAR PRADESH	SHAHJAHANPUR	9696493189	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1541	HOSP9G188415	PHC NARWAL	UTTAR PRADESH	KANPUR NAGAR	9935648948	"ER,MG,MP,SG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, MP, SG"
1542	HOSP9G188419	phc ng bala jugasana	UTTAR PRADESH	MATHURA	7982920845	"ER,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	ER
1543	HOSP9G188422	PHC Ghuretanpur	UTTAR PRADESH	CHITRAKOOT	9452943470	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1544	HOSP9G18843	DISTRICH COMBINED HOSPITAL	UTTAR PRADESH	AMROHA	9457697107	"S4,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S4
1545	HOSP9G188435	PHC KHAERABAD	UTTAR PRADESH	ALIGARH	9761214821	"MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SO"
1546	HOSP9G188441	PHC NAHAL	UTTAR PRADESH	ALIGARH	7830953039	"MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SO"
1547	HOSP9G188442	PHC Gainee	UTTAR PRADESH	BAREILLY	7906292329	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1548	HOSP9G188443	PHC KOSIKHURD	UTTAR PRADESH	MATHURA	8941804362	"ID,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	ID
1549	HOSP9G188448	PHC CHAMRAULI	UTTAR PRADESH	UNNAO	8858000024	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1550	HOSP9G188449	phc hardattnagar girant	UTTAR PRADESH	Shrawasti	8872746535	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1551	HOSP9G188451	phc jamunaha bhawaniapur	UTTAR PRADESH	Shrawasti	9451312030	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1552	HOSP9G188452	PHC Rajpura	UTTAR PRADESH	MEERUT	9897053351	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1553	HOSP9G188453	PHC Mohamdabad	UTTAR PRADESH	AURAIYA	8840185173	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1554	HOSP9G188454	nagla sanja	UTTAR PRADESH	MATHURA	9410664887	"ER,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	ER
1555	HOSP9G188456	phc mahadeva nasirganj	UTTAR PRADESH	Shrawasti	8573935246	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1556	HOSP9G188457	PHC Dulhera Chauhan	UTTAR PRADESH	MEERUT	9411073101	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1557	HOSP9G188458	PHC BHONDELA	UTTAR PRADESH	FIROZABAD	7417209144	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1558	HOSP9G188459	PHC Lawar	UTTAR PRADESH	MEERUT	9457312417	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1559	HOSP9G188460	PHC PAREVPUR	UTTAR PRADESH	Shrawasti	9450497109	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1560	HOSP9G188462	PHC NARONA	UTTAR PRADESH	ALIGARH	8115105928	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1561	HOSP9G188463	phc padwaliya	UTTAR PRADESH	Shrawasti	8115173630	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1562	HOSP9G188467	PHC PALI	UTTAR PRADESH	KANPUR NAGAR	9453041648	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1563	HOSP9G188468	PHC RATANPURKALAN	UTTAR PRADESH	MORADABAD	8178317194	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1564	HOSP9G188469	PHC Nalhera Gurjar 	UTTAR PRADESH	SAHARANPUR	7503177875	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1565	HOSP9G188474	PHC HATHIPUR	UTTAR PRADESH	KANPUR NAGAR	8576985444	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1566	HOSP9G188476	PHC KATRA	UTTAR PRADESH	Shrawasti	9535576215	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1567	HOSP9G188477	PHC UNAWALA	UTTAR PRADESH	GORAKHPUR	8299588774	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1568	HOSP9G188482	PHC Razi Jagdishpur	UTTAR PRADESH	GORAKHPUR	8299588774	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1569	HOSP9G188483	PRIMARY HEALTH CENTER  LAKHANA	UTTAR PRADESH	ETAWAH	9319704593	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1570	HOSP9G188490	PHS Barwara	UTTAR PRADESH	CHITRAKOOT	8810941580	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1571	HOSP9G188492	CHC HASWA	UTTAR PRADESH	FATEHPUR	9936336251	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1572	HOSP9G188494	CHC BASANTPUR	UTTAR PRADESH	BALLIA	9568605958	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1573	HOSP9G188499	PHC Meewa	UTTAR PRADESH	MEERUT	7800363602	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1574	HOSP9G188500	PHC Ghura	UTTAR PRADESH	AURAIYA	8439205901	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1575	HOSP9G188502	PHC MAILANI	UTTAR PRADESH	KHERI	9795824655	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1576	HOSP9G188506	PHC SEMARITARHAR IKAUNA	UTTAR PRADESH	Shrawasti	9415459295	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1577	HOSP9G188507	PHC Lokvithyapith Nagar	UTTAR PRADESH	MAHARAJGANJ	8858541789	"ER,MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SO"
1578	HOSP9G188508	PHC Purwa Sujan	UTTAR PRADESH	AURAIYA	6386159072	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1579	HOSP9G188511	Phc Rakahat	UTTAR PRADESH	GORAKHPUR	8917094096	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1580	HOSP9G188512	PHC Siwal Khas	UTTAR PRADESH	MEERUT	7309107371	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1581	HOSP9G188514	PHC SIKATHIYA	UTTAR PRADESH	KANPUR NAGAR	9260988625	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1582	HOSP9G188515	PHC Roshan Nagar	UTTAR PRADESH	KHERI	9452243841	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1583	HOSP9G188518	PRIMARY HEALTH CENTER BIJAULI	UTTAR PRADESH	ETAWAH	9557642896	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1584	HOSP9G188521	Phc Pali	UTTAR PRADESH	GORAKHPUR	9918700159	"MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SO"
1585	HOSP9G188523	PHC DYODIDHAT	UTTAR PRADESH	KANPUR NAGAR	9415174711	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1586	HOSP9G188526	phc karmani	UTTAR PRADESH	KUSHI NAGAR	9839074442	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1587	HOSP9G188529	PHC NAYAKPURWA	UTTAR PRADESH	HAMIRPUR	9456515139	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1588	HOSP9G188531	PHC ARTI	UTTAR PRADESH	HATHRAS	9084518945	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1589	HOSP9G188532	PRIMERY HEALTH CENTER RAJARAMPUR CHAUBEYPUR KANPUR NAGAR 	UTTAR PRADESH	KANPUR NAGAR	7007099380	"MG,ST,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, ST"
1590	HOSP9G188535	PHC SHISHUPUR	UTTAR PRADESH	KANPUR NAGAR	9045523068	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1591	HOSP9G188537	PHC SAUNKH	UTTAR PRADESH	MATHURA	6395573621	"ID,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	ID
1592	HOSP9G188539	PHC Sanphar	UTTAR PRADESH	AURAIYA	9935410920	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1593	HOSP9G188542	Harapar	UTTAR PRADESH	Sant Kabir Nagar	8953191480	"MG,SG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
1594	HOSP9G188549	phc manikpur	UTTAR PRADESH	HATHRAS	7017580017	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1595	HOSP9G188555	PHC Dhebra	UTTAR PRADESH	GORAKHPUR	8004044006	"MG,SG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
1596	HOSP9G188556	PHC Agwanpur	UTTAR PRADESH	MEERUT	8858566765	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1597	HOSP9G188559	PHC Nawal	UTTAR PRADESH	MEERUT	9411073157	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1598	HOSP9G188570	PHC BHAMAI	UTTAR PRADESH	HAMIRPUR	9456515139	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1599	HOSP9G188572	PHC KARAHIYA	UTTAR PRADESH	HAMIRPUR	9456515139	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1600	HOSP9G188576	phc salempur	UTTAR PRADESH	HATHRAS	8193801336	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1601	HOSP9G188581	PHC Harichandpur	UTTAR PRADESH	AURAIYA	8218187299	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1602	HOSP9G188585	PHC Simara Boripur	UTTAR PRADESH	BAREILLY	7017026975	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1603	HOSP9G188587	Phc Bhaisarani	UTTAR PRADESH	GORAKHPUR	8004044006	"MG,SG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
1604	HOSP9G188589	PHC Sudanpur	UTTAR PRADESH	BAREILLY	9412603650	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1605	HOSP9G188590	PHC Bhaidpur	UTTAR PRADESH	AURAIYA	8384816814	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1606	HOSP9G188591	PHC TITIHIRIYA SIRSIYA	UTTAR PRADESH	Shrawasti	7860284638	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1607	HOSP9G188596	CHC DEWA	UTTAR PRADESH	BARABANKI	9455264986	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1608	HOSP9G188601	PHC Kheda	UTTAR PRADESH	MEERUT	9411222259	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1609	HOSP9G188605	CHC NAUGAWAN SADAT	UTTAR PRADESH	AMROHA	9058118478	"MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SO"
1610	HOSP9G188608	PHC Umrain	UTTAR PRADESH	AURAIYA	8273777689	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1611	HOSP9G188610	PHC Kudarkot	UTTAR PRADESH	AURAIYA	8534869328	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1612	HOSP9G188611	CHC NEDULA	UTTAR PRADESH	ALLAHABAD	9761001148	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1613	HOSP9G188613	CHC phalawda	UTTAR PRADESH	MEERUT	9634137721	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1614	HOSP9G188620	Phc machaligaon	UTTAR PRADESH	GORAKHPUR	9936382801	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1615	HOSP9G188628	Phc Maniram	UTTAR PRADESH	GORAKHPUR	9838200805	"ER,ID,MG,SG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, SG, SO"
1616	HOSP9G188630	PHC TILAKPUR IKAUNA	UTTAR PRADESH	Shrawasti	9919870880	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1617	HOSP9G188634	PHC PADRILALPUR	UTTAR PRADESH	KANPUR NAGAR	9454058071	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1618	HOSP9G188635	CHC JAIPRAKASH NAGAR	UTTAR PRADESH	BALLIA	8004781036	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1619	HOSP9G188637	PHC SHODHARI	UTTAR PRADESH	KANPUR NAGAR	9307998168	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1620	HOSP9G188642	aphc kotsarai	UTTAR PRADESH	FAIZABAD	7390989985	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1621	HOSP9G188644	aphc rani bazar	UTTAR PRADESH	FAIZABAD	9555187100	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1622	HOSP9G188645	PHC KORARA BUJURG	UTTAR PRADESH	FIROZABAD	9456662164	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1623	HOSP9G188646	aphc maushiwala	UTTAR PRADESH	FAIZABAD	7390989985	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1624	HOSP9G188657	PHC Bharwara	UTTAR PRADESH	MAHOBA	8765929348	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1625	HOSP9G188659	PHC MAHBOOBGANJ	UTTAR PRADESH	FAIZABAD	9452905604	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1626	HOSP9G188660	CHC GABHANA	UTTAR PRADESH	ALIGARH	9897355575	"ER,MG,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SO"
1627	HOSP9G188662	CHC Dantal	UTTAR PRADESH	MEERUT	9837571450	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1628	HOSP9G188663	CHC BAMHETA GHAZIABAD	UTTAR PRADESH	GHAZIABAD	8860967637	"ER,ID,MG,MP,SO,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, MP, SO"
1629	HOSP9G188664	PHC PELKHU	UTTAR PRADESH	MATHURA	9758500500	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1630	HOSP9G188667	PHC BHARNAKALA	UTTAR PRADESH	MATHURA	9540324556	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1631	HOSP9G188668	PHC Dulara	UTTAR PRADESH	MAHOBA	7905333358	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1632	HOSP9G188669	PHC Chaure	UTTAR PRADESH	FAIZABAD	8920285950	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1633	HOSP9G188674	CHC THARIYAON	UTTAR PRADESH	FATEHPUR	9140938973	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1634	HOSP9G188679	PHC Kalina	UTTAR PRADESH	MEERUT	9958417431	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1635	HOSP9G188681	PHC ARWAT	UTTAR PRADESH	FAIZABAD	7007403169	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1636	HOSP9G188682	PHC Govindpur Ghisoli	UTTAR PRADESH	MEERUT	8057124860	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1637	HOSP9G188686	PHC JETAI	UTTAR PRADESH	HATHRAS	8979568756	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1638	HOSP9G188688	PHC Phara	UTTAR PRADESH	MAHOBA	8726127001	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1639	HOSP9G188691	PHC Chur	UTTAR PRADESH	MEERUT	9760552007	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1640	HOSP9G188699	PHC Khanna	UTTAR PRADESH	MAHOBA	7007475242	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1641	HOSP9G188701	PHC karnawal	UTTAR PRADESH	MEERUT	9808519020	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1642	HOSP9G188702	PHC Killowa	UTTAR PRADESH	MAHOBA	8896558681	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1643	HOSP9G188704	PHC Devkali	UTTAR PRADESH	GHAZIPUR	9411935824	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1644	HOSP9G188706	PHC Mardah	UTTAR PRADESH	GHAZIPUR	9999590987	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1645	HOSP9G188709	PHC VARACHAKWAR	UTTAR PRADESH	GHAZIPUR	9808112159	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1646	HOSP9G188712	phc samaur	UTTAR PRADESH	KUSHI NAGAR	9839074442	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1647	HOSP9G188714	PHC Kohiniya	UTTAR PRADESH	MAHOBA	9889661083	"ID,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ID, MG"
1648	HOSP9G188718	PHC UNCHAGAON	UTTAR PRADESH	HATHRAS	8938040899	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1649	HOSP9G188722	PHC MAI	UTTAR PRADESH	HATHRAS	9897290907	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1650	HOSP9G188728	PHC BISAWAR	UTTAR PRADESH	HATHRAS	9917148800	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1651	HOSP9G188729	PHC BILARA	UTTAR PRADESH	HATHRAS	9411002487	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1652	HOSP9G188736	PHC Niyamatpur	UTTAR PRADESH	JALAUN	7355313264	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1653	HOSP9G188740	CHC BARDAHA KALA	UTTAR PRADESH	BAHRAICH	9919696930	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1654	HOSP9G188744	PHC KOHHA	UTTAR PRADESH	FAIZABAD	9454094132	"ER,MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG"
1655	HOSP9G188762	CHC GAIHRA AALAM GEERPUR	UTTAR PRADESH	HAPUR	9455709221	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1656	HOSP9G188814	CHC BASUDHARPAR	UTTAR PRADESH	BALLIA	9795463234	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1657	HOSP9G188819	CHC SUNWA	UTTAR PRADESH	FAIZABAD	8765341718	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1658	HOSP9G188825	PHC Kudari	UTTAR PRADESH	JALAUN	9140716045	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1659	HOSP9G188826	PHC Sahora	UTTAR PRADESH	BAREILLY	7500820343	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1660	HOSP9G188827	PHC Revti	UTTAR PRADESH	BAREILLY	8077688743	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1661	HOSP9G188828	PHC Parsunagla	UTTAR PRADESH	BAREILLY	9548009326	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1662	HOSP9G188833	PHC Dunka	UTTAR PRADESH	BAREILLY	8896263393	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1663	HOSP9G188834	PHC Halikala	UTTAR PRADESH	BAREILLY	9953760719	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1664	HOSP9G188837	PHC Shajapur	UTTAR PRADESH	MEERUT	9690294378	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1665	HOSP9G188840	PHC Kera	UTTAR PRADESH	BAREILLY	9758530101	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1666	HOSP9G188841	PHC Kesarpur	UTTAR PRADESH	BAREILLY	8076451182	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1667	HOSP9G188842	PHC KAYASTH BADDHA	UTTAR PRADESH	MEERUT	9219197547	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
1668	HOSP9G188845	PHC Kuwarpur Banajaria	UTTAR PRADESH	BAREILLY	8090518340	"MG,"	Public	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
